transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T1347,U6417,17329.45,Withdrawal,UPI,Web,Chennai,1550,21,0,28244.61,0,0.091,7,0
T1348,U3334,18583.39,Withdrawal,UPI,iOS,Bangalore,139,8,1,20581.99,0,0.305,9,0
T1349,U9588,49383.1,Withdrawal,NetBanking,Web,Hyderabad,1678,17,3,2405.24,0,0.467,5,0
T1350,U3958,2053.45,Payment,Card,iOS,Mumbai,620,13,0,3344.74,1,0.45,6,0
T1351,U1998,43358.22,Withdrawal,Wallet,Web,Hyderabad,1705,19,3,26735.24,0,0.944,6,0
T1352,U4509,28954.84,Transfer,UPI,Web,Bangalore,1781,2,4,24305.8,0,0.395,5,0
T1353,U8860,21958.84,Withdrawal,Wallet,Android,Chennai,668,3,4,9969.82,0,0.239,9,0
T1354,U8213,36276.62,Payment,Card,iOS,Mumbai,368,0,3,15695.72,0,0.445,5,0
T1355,U3721,24359.11,Withdrawal,Wallet,iOS,Bangalore,636,17,0,25597.18,0,0.396,3,0
T1356,U8588,43677.49,Payment,Wallet,Android,Bangalore,1037,3,4,3192.59,0,0.623,6,0
T1357,U9389,45040.06,Payment,Wallet,Web,Hyderabad,1632,9,4,4230.37,0,0.994,6,0
T1358,U9812,21114.96,Transfer,NetBanking,Web,Delhi,1591,3,3,21494.26,0,0.551,1,0
T1359,U7850,13877.55,Transfer,Card,Android,Delhi,1116,20,4,2557.94,1,0.462,4,0
T1360,U7804,29637.9,Withdrawal,Card,Android,Mumbai,1187,16,1,10641.74,0,0.594,1,0
T1361,U8086,45622.55,Payment,Wallet,Web,Bangalore,515,7,4,7629.07,0,0.98,6,0
T1362,U3608,10572.58,Payment,Wallet,Web,Chennai,1542,18,3,22832.55,0,0.625,2,0
T1363,U6501,31167.18,Transfer,Card,Android,Mumbai,827,8,4,173.19,0,0.123,5,0
T1364,U2322,31596.43,Transfer,UPI,iOS,Mumbai,803,15,4,3550.0,0,0.913,3,0
T1365,U7594,36669.0,Withdrawal,NetBanking,Web,Hyderabad,848,23,2,3060.33,0,0.591,6,0
T1366,U8524,6621.81,Payment,Card,Android,Chennai,1833,23,3,9610.5,0,0.158,9,0
T1367,U3897,35805.46,Transfer,Wallet,iOS,Bangalore,632,14,3,7051.14,0,0.23,3,0
T1368,U7087,45456.17,Withdrawal,UPI,iOS,Bangalore,638,19,2,6925.66,0,0.121,9,0
T1369,U2008,9025.17,Payment,UPI,iOS,Bangalore,106,15,2,11174.76,1,0.961,5,0
T1370,U4647,11915.29,Payment,UPI,iOS,Mumbai,1973,20,1,6500.06,1,0.071,2,0
T1371,U5217,48571.18,Transfer,NetBanking,Android,Hyderabad,1315,11,4,3275.8,0,0.764,9,0
T1372,U5104,9089.8,Withdrawal,NetBanking,Web,Mumbai,1734,22,0,17539.21,0,0.338,3,0
T1373,U3643,42726.54,Transfer,Card,iOS,Delhi,1633,17,0,28556.96,0,0.081,9,0
T1374,U1679,24639.28,Withdrawal,Card,iOS,Delhi,828,6,2,18254.23,0,0.434,6,0
T1375,U9085,12399.19,Payment,Card,Android,Bangalore,1988,15,3,22734.92,0,0.0,1,0
T1376,U1949,43543.96,Withdrawal,Card,iOS,Hyderabad,608,18,3,29168.09,1,0.817,1,0
T1377,U5868,22293.0,Withdrawal,Wallet,Android,Bangalore,943,5,1,4679.56,0,0.542,3,0
T1378,U7227,25765.13,Withdrawal,NetBanking,Android,Bangalore,1571,5,0,13848.32,0,0.452,5,0
T1379,U8144,17993.71,Withdrawal,UPI,Web,Mumbai,1925,5,3,17497.24,0,0.829,6,0
T1380,U2998,29667.9,Withdrawal,Wallet,iOS,Bangalore,438,14,1,9731.17,0,0.519,5,0
T1381,U1587,8218.02,Transfer,Card,Web,Bangalore,1576,1,1,18432.57,0,0.595,8,0
T1382,U6147,19584.52,Withdrawal,Card,Android,Hyderabad,1159,8,2,18752.23,1,0.815,6,0
T1383,U4701,48472.15,Withdrawal,Wallet,iOS,Hyderabad,1743,7,0,25282.65,0,0.721,2,0
T1384,U2740,12943.76,Payment,UPI,Android,Hyderabad,1334,6,1,24992.21,0,0.659,5,0
T1385,U8927,32854.0,Withdrawal,NetBanking,Android,Bangalore,552,15,1,4361.41,0,0.704,7,0
T1386,U5999,16293.24,Payment,NetBanking,Android,Hyderabad,376,14,1,5149.87,0,0.263,2,0
T1387,U5235,38684.98,Transfer,UPI,iOS,Hyderabad,1862,8,0,6748.92,0,0.117,5,0
T1388,U7833,6587.14,Transfer,NetBanking,Android,Chennai,1977,19,2,7910.78,1,0.623,5,0
T1389,U8056,48492.56,Withdrawal,Card,Android,Chennai,1777,14,4,16978.35,0,0.224,8,0
T1390,U1403,22716.79,Transfer,Card,iOS,Delhi,1078,1,3,9891.96,0,0.048,9,0
T1391,U7238,11840.72,Withdrawal,Card,Web,Mumbai,1526,19,0,28593.58,0,0.254,3,1
T1392,U4882,3721.16,Transfer,Card,Android,Mumbai,1349,13,0,3637.21,1,0.72,4,0
T1393,U1064,8529.41,Withdrawal,UPI,Web,Hyderabad,1222,10,0,7469.9,1,0.708,9,0
T1394,U7323,26012.71,Withdrawal,NetBanking,Web,Delhi,61,2,4,26062.69,0,0.903,9,0
T1395,U1209,16883.31,Payment,NetBanking,Web,Delhi,573,1,3,17571.5,0,0.675,3,0
T1396,U1386,41452.72,Payment,Wallet,Web,Chennai,1365,17,3,16468.11,0,0.44,2,0
T1397,U4576,21572.83,Payment,UPI,Web,Delhi,508,13,1,17870.92,0,0.26,7,0
T1398,U9469,12473.28,Payment,NetBanking,Web,Bangalore,986,23,1,7642.71,0,0.758,4,0
T1399,U4175,30876.39,Withdrawal,NetBanking,iOS,Hyderabad,1351,4,2,22867.27,0,0.412,3,0
T1400,U9401,35353.52,Transfer,Wallet,iOS,Bangalore,1443,11,0,14946.31,0,0.815,2,0
T1401,U4503,8393.74,Withdrawal,Card,Web,Mumbai,332,13,2,1373.62,0,0.852,8,0
T1402,U1503,8422.58,Payment,NetBanking,iOS,Chennai,1624,5,0,5397.03,0,0.352,7,0
T1403,U9755,1881.74,Payment,Card,iOS,Bangalore,1594,7,3,24517.06,0,0.344,5,0
T1404,U3575,36833.28,Transfer,Wallet,Web,Hyderabad,1263,6,2,10416.84,0,0.914,7,0
T1405,U3809,33207.04,Payment,NetBanking,Web,Bangalore,1377,6,3,23225.98,0,0.397,1,0
T1406,U3546,23757.81,Withdrawal,Card,Android,Bangalore,1404,11,1,19934.96,0,0.707,9,0
T1407,U1629,42216.31,Withdrawal,UPI,iOS,Delhi,565,6,3,9113.65,0,0.378,8,0
T1408,U6857,40293.22,Withdrawal,Card,Web,Chennai,1325,11,4,3898.36,0,0.731,4,0
T1409,U1574,29288.45,Withdrawal,Card,iOS,Mumbai,1470,15,2,24227.66,0,0.174,1,0
T1410,U2937,43420.15,Withdrawal,Card,iOS,Hyderabad,1280,6,0,19328.31,0,0.836,4,0
T1411,U8393,10331.77,Transfer,Card,iOS,Hyderabad,1973,7,3,9093.85,0,0.983,1,0
T1412,U1790,5640.38,Withdrawal,UPI,Android,Mumbai,228,0,2,15745.92,0,0.766,6,0
T1413,U5661,13523.99,Payment,Wallet,Web,Hyderabad,543,12,0,18395.9,0,0.359,8,0
T1414,U2123,2901.49,Payment,Card,iOS,Delhi,651,18,2,163.34,0,0.555,5,0
T1415,U5199,26581.92,Payment,Card,Web,Bangalore,528,0,2,20148.35,0,0.67,9,0
T1416,U4801,46833.45,Payment,NetBanking,iOS,Delhi,1817,23,4,19716.73,0,0.193,2,0
T1417,U5106,2015.21,Transfer,NetBanking,Web,Delhi,1505,17,3,2569.09,0,0.283,2,0
T1418,U1731,6149.39,Payment,UPI,Web,Delhi,1383,6,4,23653.82,0,0.802,4,0
T1419,U6684,22637.34,Transfer,UPI,Web,Mumbai,53,21,1,24770.16,0,0.945,6,0
T1420,U3589,46697.06,Payment,UPI,iOS,Chennai,1785,16,2,8775.86,0,0.272,6,1
T1421,U4961,15842.0,Transfer,NetBanking,Android,Mumbai,1911,14,3,4950.16,0,0.148,6,0
T1422,U3460,25386.38,Transfer,Card,Web,Mumbai,74,21,1,20625.8,0,0.982,6,0
T1423,U2686,2126.56,Transfer,NetBanking,Android,Delhi,255,18,1,3788.17,0,0.32,1,0
T1424,U2958,7459.74,Payment,Wallet,Web,Chennai,996,22,4,25755.47,0,0.778,1,0
T1425,U9033,49332.17,Transfer,UPI,Android,Mumbai,1618,3,1,14455.87,0,0.379,3,0
T1426,U7499,48257.68,Withdrawal,UPI,Web,Chennai,1104,16,0,27303.29,0,0.949,2,0
T1427,U6213,296.75,Withdrawal,UPI,Android,Delhi,1742,6,0,19300.86,0,0.6,7,0
T1428,U3513,47593.0,Payment,Wallet,Web,Mumbai,1734,15,0,8624.26,0,0.415,6,0
T1429,U1239,31974.04,Withdrawal,Card,Web,Chennai,167,16,1,14094.33,1,0.178,5,0
T1430,U8618,43402.52,Withdrawal,Card,Android,Hyderabad,947,19,2,15927.48,0,0.256,8,0
T1431,U2341,22764.26,Withdrawal,Card,Web,Mumbai,1508,14,3,24473.24,0,0.857,2,0
T1432,U9015,25804.02,Payment,UPI,iOS,Mumbai,1875,8,0,25869.47,0,0.057,7,0
T1433,U4083,24467.89,Payment,Card,Web,Mumbai,1058,20,0,20522.05,1,0.157,4,0
T1434,U3436,33359.87,Withdrawal,NetBanking,Web,Chennai,1883,22,0,8896.52,1,0.193,3,0
T1435,U1739,7025.58,Payment,UPI,iOS,Bangalore,1616,12,4,15904.2,0,0.071,1,0
T1436,U4254,1547.18,Transfer,Wallet,iOS,Mumbai,834,6,4,4005.59,0,0.686,2,0
T1437,U2487,15431.1,Withdrawal,Wallet,iOS,Hyderabad,1256,18,0,6980.27,0,0.981,7,0
T1438,U7124,35248.8,Payment,Card,Android,Hyderabad,169,10,0,9161.45,0,0.139,3,1
T1439,U2492,10132.58,Payment,UPI,iOS,Delhi,827,7,4,2275.52,0,0.799,5,0
T1440,U1645,33687.95,Withdrawal,NetBanking,Android,Bangalore,1014,16,3,26561.16,0,0.177,3,0
T1441,U8811,48497.11,Payment,NetBanking,iOS,Bangalore,84,3,2,3767.06,0,0.974,7,0
T1442,U4941,4740.34,Withdrawal,UPI,Android,Chennai,147,3,3,20935.48,0,0.507,4,0
T1443,U3540,33646.48,Payment,Card,iOS,Delhi,1951,17,2,15219.29,0,0.848,8,0
T1444,U2074,22215.32,Transfer,Wallet,iOS,Chennai,488,21,1,24969.86,0,0.171,8,1
T1445,U3356,43413.71,Withdrawal,Wallet,Web,Delhi,562,16,1,22256.97,0,0.885,4,0
T1446,U6031,8898.63,Transfer,NetBanking,iOS,Bangalore,1336,2,3,22816.17,0,0.082,2,0
T1447,U2861,34646.67,Withdrawal,NetBanking,Web,Chennai,1943,8,4,12608.55,0,0.023,7,1
T1448,U7316,41913.86,Payment,NetBanking,iOS,Delhi,396,5,0,25035.89,0,0.709,1,0
T1449,U5735,47233.48,Transfer,Wallet,iOS,Bangalore,481,1,1,2932.78,0,0.107,9,1
T1450,U1368,34178.24,Payment,NetBanking,Web,Bangalore,1367,11,4,13388.13,0,0.866,5,0
T1451,U5719,24883.88,Withdrawal,Wallet,Web,Mumbai,318,14,4,29838.96,0,0.621,4,0
T1452,U5067,30911.47,Withdrawal,Wallet,Android,Chennai,1561,8,2,28448.62,0,0.331,4,0
T1453,U4810,43451.8,Withdrawal,Card,Web,Mumbai,896,1,1,2558.16,0,0.277,9,1
T1454,U1008,28551.96,Withdrawal,Card,Android,Bangalore,710,11,3,17232.27,1,0.082,1,0
T1455,U3816,1567.83,Withdrawal,Card,iOS,Chennai,1573,15,4,9537.95,0,0.687,4,0
T1456,U1332,46550.89,Transfer,NetBanking,Web,Chennai,1196,6,3,21881.33,0,0.917,6,0
T1457,U3271,34491.86,Withdrawal,Wallet,Web,Hyderabad,1009,0,3,22100.04,0,0.757,8,0
T1458,U4459,33841.84,Payment,NetBanking,iOS,Delhi,1931,20,1,102.79,0,0.619,2,0
T1459,U6924,10822.97,Transfer,Wallet,iOS,Hyderabad,1862,6,3,25389.99,0,0.119,8,0
T1460,U5204,32961.33,Payment,Card,iOS,Hyderabad,961,2,3,6785.12,0,0.828,9,0
T1461,U7937,19723.53,Withdrawal,Card,iOS,Bangalore,1088,19,0,28980.61,0,0.965,8,0
T1462,U3827,32579.09,Payment,NetBanking,Web,Delhi,795,4,3,27172.4,0,0.263,5,0
T1463,U2919,5374.32,Transfer,Wallet,iOS,Hyderabad,1488,2,0,5800.71,0,0.42,1,0
T1464,U7093,32909.37,Transfer,NetBanking,iOS,Hyderabad,314,14,1,19126.43,0,0.014,6,1
T1465,U1981,49970.72,Transfer,UPI,Web,Chennai,111,5,3,8960.9,0,0.832,1,0
T1466,U5810,2458.19,Payment,NetBanking,Android,Bangalore,1587,14,4,3179.23,0,0.021,4,0
T1467,U1272,48859.85,Transfer,Card,Web,Hyderabad,784,2,3,26232.67,0,0.487,9,0
T1468,U9722,20375.05,Payment,Wallet,Android,Delhi,1421,23,0,5506.71,0,0.576,5,0
T1469,U2631,43544.13,Withdrawal,Wallet,iOS,Mumbai,1716,22,4,12686.93,0,0.056,7,0
T1470,U7111,39130.15,Withdrawal,NetBanking,Web,Mumbai,1241,0,1,27733.25,0,0.176,9,1
T1471,U6367,28372.46,Payment,Card,iOS,Bangalore,1348,1,2,2353.09,0,0.791,4,0
T1472,U4952,36935.54,Transfer,UPI,Web,Mumbai,1082,3,2,16562.48,0,0.253,5,0
T1473,U3419,43931.85,Payment,NetBanking,Android,Chennai,581,20,0,17207.12,0,0.725,6,0
T1474,U6922,20236.81,Payment,Wallet,Web,Chennai,1551,13,1,22915.69,0,0.749,1,0
T1475,U1170,16385.31,Payment,Card,iOS,Delhi,157,13,1,24831.21,1,0.407,5,0
T1476,U5318,33396.29,Withdrawal,Wallet,Web,Bangalore,1832,9,3,12781.9,0,0.064,4,0
T1477,U8590,40401.9,Payment,Wallet,iOS,Bangalore,1244,10,2,22336.12,0,0.011,1,0
T1478,U9899,38126.14,Withdrawal,Wallet,Web,Mumbai,1405,3,3,27322.14,0,0.493,4,0
T1479,U2072,39900.79,Payment,Wallet,Android,Hyderabad,1695,14,1,26599.36,0,0.071,5,0
T1480,U2169,21807.39,Withdrawal,UPI,Web,Hyderabad,606,19,0,15104.39,0,0.726,9,0
T1481,U5284,40900.82,Payment,Card,Web,Hyderabad,987,3,0,18250.18,0,0.381,1,0
T1482,U5279,6054.44,Payment,NetBanking,Web,Delhi,1705,19,4,20216.98,0,0.683,6,0
T1483,U2543,27247.23,Transfer,Card,Web,Bangalore,1080,19,0,24591.35,0,0.408,8,0
T1484,U4871,337.65,Transfer,Card,Android,Mumbai,1707,15,2,15281.22,0,0.628,9,0
T1485,U1407,16263.06,Payment,Card,iOS,Delhi,508,1,4,3445.81,0,0.833,5,0
T1486,U2762,18354.75,Payment,NetBanking,Web,Chennai,164,12,2,11620.52,0,0.884,2,0
T1487,U1153,19838.83,Payment,Card,Web,Chennai,239,7,3,21634.04,0,0.017,1,0
T1488,U7648,34788.59,Payment,NetBanking,Web,Chennai,1333,12,3,18751.59,0,0.646,5,0
T1489,U5659,19458.48,Transfer,NetBanking,Android,Bangalore,167,19,0,22629.4,0,0.564,3,0
T1490,U7743,22462.25,Withdrawal,UPI,iOS,Chennai,1706,20,4,15048.62,0,0.637,6,0
T1491,U3683,11915.33,Payment,Wallet,iOS,Hyderabad,932,7,2,5314.7,0,0.058,9,0
T1492,U6351,18693.93,Transfer,NetBanking,Web,Chennai,1280,3,2,3544.71,0,0.07,1,0
T1493,U5953,11402.12,Payment,Wallet,Web,Delhi,577,4,1,14489.73,0,0.497,4,0
T1494,U1213,3706.14,Payment,Card,iOS,Chennai,1184,20,0,6251.17,0,0.057,4,0
T1495,U5791,30192.26,Withdrawal,Wallet,Web,Hyderabad,308,5,3,29469.78,0,0.776,7,0
T1496,U6435,33427.23,Payment,Wallet,Web,Chennai,1087,22,1,6042.71,0,0.772,2,0
T1497,U3547,30993.54,Payment,Wallet,Web,Mumbai,1256,18,3,17046.85,0,0.117,8,0
T1498,U9691,23201.53,Withdrawal,Card,Android,Hyderabad,775,9,3,152.86,0,0.455,6,0
T1499,U1581,19020.3,Withdrawal,Card,Android,Bangalore,1613,2,2,7683.99,1,0.595,4,0
T1500,U3546,43173.52,Withdrawal,NetBanking,iOS,Chennai,574,12,3,7848.24,0,0.859,3,0
T1501,U6155,25978.14,Withdrawal,NetBanking,Android,Delhi,476,8,4,22165.82,1,0.988,7,0
T1502,U3063,23985.13,Transfer,UPI,Android,Chennai,1790,16,3,14919.22,0,0.017,9,0
T1503,U1489,1330.82,Transfer,Card,iOS,Delhi,495,9,4,461.55,0,0.476,2,0
T1504,U3682,17095.33,Transfer,UPI,Android,Mumbai,1585,11,3,11437.21,0,0.803,8,0
T1505,U7997,19040.77,Payment,Card,iOS,Bangalore,453,12,1,19378.95,0,0.796,2,0
T1506,U5349,19971.2,Withdrawal,Wallet,Web,Hyderabad,1887,23,2,19137.54,0,0.542,6,0
T1507,U5746,29029.61,Withdrawal,UPI,iOS,Hyderabad,914,9,1,1711.27,0,0.182,8,1
T1508,U9068,26703.45,Transfer,UPI,iOS,Bangalore,872,18,2,27874.5,0,0.559,1,0
T1509,U2060,30414.86,Payment,UPI,iOS,Mumbai,1171,20,1,7485.03,0,0.392,7,0
T1510,U8359,38255.92,Payment,Card,Web,Mumbai,1811,18,0,26756.63,0,0.409,9,0
T1511,U4712,40658.64,Payment,NetBanking,Web,Chennai,935,16,3,6481.09,0,0.329,6,0
T1512,U6151,35920.25,Transfer,UPI,Web,Mumbai,1683,4,3,17078.72,0,0.144,6,0
T1513,U1924,47778.41,Payment,NetBanking,iOS,Chennai,1987,7,0,12241.8,0,0.738,9,0
T1514,U6711,960.72,Payment,Card,iOS,Delhi,301,4,0,17482.34,0,0.708,2,0
T1515,U3718,9829.11,Payment,UPI,iOS,Bangalore,1243,14,4,14986.1,0,0.543,4,0
T1516,U9957,427.77,Withdrawal,Card,iOS,Delhi,1717,3,1,161.21,0,0.355,8,0
T1517,U3632,32391.36,Transfer,NetBanking,iOS,Delhi,1730,12,3,10604.84,0,0.823,5,0
T1518,U5208,44906.63,Withdrawal,NetBanking,iOS,Delhi,1844,16,4,435.39,0,0.16,9,1
T1519,U9490,12211.94,Withdrawal,UPI,iOS,Delhi,761,4,3,20532.66,1,0.435,3,0
T1520,U9214,46355.38,Transfer,NetBanking,Android,Hyderabad,1244,0,0,25619.52,0,0.654,6,1
T1521,U1669,3060.36,Withdrawal,Wallet,Web,Mumbai,884,21,4,11602.96,0,0.821,6,0
T1522,U9701,46725.08,Payment,Wallet,Android,Bangalore,672,14,4,15791.58,0,0.65,3,0
T1523,U9458,17613.55,Payment,UPI,Web,Bangalore,1421,9,4,2068.54,0,0.118,6,1
T1524,U9634,5115.97,Payment,Card,iOS,Delhi,1429,10,1,11617.4,0,0.101,1,0
T1525,U5238,24319.29,Payment,Card,Android,Bangalore,1157,17,4,4251.93,0,0.05,5,0
T1526,U5011,12875.99,Transfer,Card,iOS,Chennai,1594,12,3,2034.58,0,0.56,2,0
T1527,U5938,14279.4,Withdrawal,Wallet,Android,Bangalore,929,19,1,5243.79,0,0.243,8,0
T1528,U7004,15399.13,Withdrawal,NetBanking,Android,Delhi,918,23,3,26138.23,0,0.16,7,0
T1529,U1764,40161.14,Payment,Wallet,iOS,Bangalore,133,15,4,29467.91,1,0.085,7,0
T1530,U3946,26981.11,Payment,NetBanking,Android,Mumbai,77,18,4,26388.5,0,0.642,4,0
T1531,U5515,15599.82,Withdrawal,Wallet,Android,Delhi,484,22,3,29093.15,0,0.753,2,0
T1532,U2620,30536.17,Transfer,Card,Web,Hyderabad,367,11,2,21951.12,0,0.858,3,0
T1533,U6971,35821.73,Withdrawal,Card,iOS,Mumbai,1776,22,4,4875.19,1,0.595,4,0
T1534,U7423,13667.57,Payment,Card,iOS,Bangalore,1489,13,4,16938.8,0,0.354,3,0
T1535,U8149,20706.78,Payment,UPI,Android,Hyderabad,1379,1,1,21974.72,0,0.47,3,0
T1536,U2143,6138.21,Transfer,UPI,iOS,Mumbai,1963,9,3,15452.54,0,0.636,1,0
T1537,U2991,9098.41,Withdrawal,NetBanking,Web,Chennai,530,3,4,16684.55,0,0.713,1,0
T1538,U9347,34071.84,Transfer,UPI,Web,Mumbai,1811,0,3,17627.08,0,0.645,8,0
T1539,U7575,9112.85,Transfer,Wallet,iOS,Hyderabad,1670,23,1,14058.71,0,0.962,8,0
T1540,U6679,26281.91,Payment,Wallet,iOS,Chennai,1916,16,3,8788.6,0,0.75,1,0
T1541,U4211,35466.86,Withdrawal,NetBanking,Web,Bangalore,842,10,3,19147.05,0,0.751,4,0
T1542,U5247,5388.5,Payment,NetBanking,iOS,Delhi,633,6,1,1699.9,0,0.82,2,0
T1543,U7300,28387.25,Withdrawal,Card,Android,Bangalore,1531,16,4,5210.72,0,0.46,1,0
T1544,U4705,12865.31,Payment,UPI,iOS,Delhi,1361,16,3,27765.32,0,0.264,2,0
T1545,U4550,48148.2,Payment,Card,Android,Delhi,1363,8,2,14715.61,0,0.816,1,0
T1546,U3912,24203.11,Withdrawal,UPI,Web,Hyderabad,1599,9,4,24668.35,0,0.464,5,1
T1547,U7510,40309.33,Withdrawal,UPI,iOS,Chennai,436,5,1,21823.57,0,0.607,6,0
T1548,U8131,27533.82,Payment,NetBanking,Web,Chennai,1018,16,0,9689.2,0,0.43,8,1
T1549,U3546,2218.46,Withdrawal,Card,iOS,Mumbai,452,15,2,24129.11,0,0.396,8,1
T1550,U4775,31675.91,Payment,Card,Android,Bangalore,610,6,4,2830.54,0,0.671,4,0
T1551,U3366,47572.6,Withdrawal,UPI,iOS,Hyderabad,1128,18,1,26261.85,1,0.665,3,0
T1552,U2567,30100.51,Payment,UPI,Web,Bangalore,1904,3,2,20448.74,0,0.309,5,0
T1553,U9316,40968.48,Payment,NetBanking,Android,Mumbai,771,19,4,27819.46,0,0.189,8,0
T1554,U3900,44216.11,Payment,Wallet,iOS,Mumbai,964,23,0,26875.76,0,0.131,5,0
T1555,U3992,11442.58,Transfer,Card,Web,Hyderabad,1484,16,4,11469.83,0,0.114,7,0
T1556,U9351,10641.64,Withdrawal,Card,Web,Mumbai,1350,23,0,25719.29,0,0.818,4,0
T1557,U5021,30568.5,Payment,NetBanking,iOS,Hyderabad,496,8,0,16934.18,0,0.286,2,0
T1558,U1103,20580.87,Transfer,NetBanking,Web,Mumbai,1711,10,3,4797.72,0,0.679,9,0
T1559,U3313,42001.07,Payment,Card,Android,Chennai,748,22,1,24903.57,0,0.287,2,0
T1560,U4791,45006.16,Transfer,Card,iOS,Hyderabad,657,0,3,27246.8,0,0.667,2,0
T1561,U5032,17703.4,Payment,UPI,Android,Chennai,905,6,0,2627.96,0,0.984,8,0
T1562,U2316,11881.68,Payment,Wallet,Web,Chennai,1610,21,1,27923.53,0,0.066,6,1
T1563,U5812,39037.25,Transfer,Card,Web,Hyderabad,14,4,1,18077.82,0,0.654,5,0
T1564,U2468,13776.56,Transfer,NetBanking,Web,Bangalore,641,4,1,874.33,0,0.283,3,0
T1565,U6120,41139.59,Withdrawal,UPI,Android,Delhi,1404,0,2,16299.66,1,0.083,7,1
T1566,U6299,21215.73,Withdrawal,UPI,Web,Mumbai,1764,5,4,23922.8,1,0.079,8,0
T1567,U2135,33394.12,Transfer,NetBanking,iOS,Mumbai,886,12,0,16042.13,0,0.372,9,0
T1568,U9971,4821.99,Withdrawal,NetBanking,iOS,Bangalore,995,14,1,21246.66,0,0.541,2,0
T1569,U8593,31211.77,Transfer,UPI,Web,Delhi,1588,3,2,26399.52,0,0.647,8,0
T1570,U6406,22615.8,Withdrawal,NetBanking,iOS,Bangalore,1221,16,2,26105.87,0,0.568,5,0
T1571,U4730,29351.09,Payment,UPI,Android,Delhi,35,23,0,5448.21,0,0.898,1,0
T1572,U4441,8442.31,Withdrawal,NetBanking,Android,Hyderabad,1812,23,3,12871.19,0,0.154,7,0
T1573,U5795,36856.84,Payment,UPI,Web,Hyderabad,171,12,2,3423.84,0,0.829,7,0
T1574,U4307,43146.71,Payment,Card,iOS,Chennai,754,10,0,17893.42,0,0.528,3,0
T1575,U7146,10876.15,Withdrawal,Card,iOS,Chennai,1163,3,2,28646.33,0,0.861,3,0
T1576,U7003,4830.94,Transfer,NetBanking,Web,Hyderabad,542,6,0,5537.22,0,0.427,4,1
T1577,U3432,1230.75,Payment,Wallet,Android,Chennai,892,18,1,12168.55,0,0.482,5,0
T1578,U1786,32116.48,Payment,Card,Web,Hyderabad,419,23,3,28625.4,0,0.422,5,0
T1579,U3984,30374.35,Withdrawal,UPI,iOS,Bangalore,1673,6,2,22528.53,0,0.096,5,0
T1580,U1166,27357.54,Transfer,Wallet,iOS,Mumbai,1621,13,2,2227.97,0,0.145,6,0
T1581,U8375,11635.76,Transfer,UPI,Web,Hyderabad,1106,20,2,12909.63,0,0.518,1,0
T1582,U7996,19575.75,Withdrawal,UPI,Android,Hyderabad,1266,15,4,29637.78,0,0.533,7,0
T1583,U5852,29744.09,Transfer,Card,Android,Hyderabad,864,20,4,13651.95,0,0.468,4,0
T1584,U5974,24863.5,Withdrawal,NetBanking,Web,Chennai,1139,8,1,18919.1,0,0.013,5,0
T1585,U9356,49389.89,Withdrawal,NetBanking,iOS,Chennai,910,21,2,21059.2,0,0.506,8,0
T1586,U1530,6865.17,Withdrawal,UPI,Android,Chennai,18,21,3,19951.55,0,0.134,8,0
T1587,U7733,34772.47,Payment,Card,Web,Chennai,1664,1,4,15609.68,1,0.566,5,0
T1588,U7904,20245.72,Payment,UPI,iOS,Bangalore,59,15,0,4070.59,0,0.288,3,0
T1589,U4802,21438.57,Payment,Wallet,Android,Hyderabad,1555,4,0,21281.6,0,0.991,8,0
T1590,U7033,35894.01,Withdrawal,UPI,Android,Bangalore,1658,11,0,28006.5,1,0.359,2,0
T1591,U6034,34637.19,Payment,Card,Web,Chennai,451,19,1,28256.73,0,0.821,9,1
T1592,U4402,49563.24,Payment,UPI,iOS,Bangalore,1811,14,2,17842.34,0,0.246,6,0
T1593,U8625,6463.29,Payment,Card,Android,Hyderabad,1623,2,2,14816.7,0,0.189,4,0
T1594,U3526,5250.28,Withdrawal,NetBanking,Web,Hyderabad,45,8,4,10085.44,0,0.221,4,0
T1595,U9534,36230.72,Withdrawal,Card,Android,Chennai,1235,6,0,3196.71,0,0.333,3,0
T1596,U9893,28940.43,Withdrawal,Wallet,iOS,Hyderabad,1857,3,1,26505.22,0,0.849,5,0
T1597,U1510,13744.33,Payment,Card,Android,Bangalore,127,8,3,4197.9,0,0.764,6,0
T1598,U2772,4017.0,Transfer,Wallet,iOS,Delhi,711,14,2,8709.58,0,0.435,3,0
T1599,U9900,4328.63,Payment,Wallet,Android,Hyderabad,763,22,2,22237.91,0,0.188,9,0
T1600,U9737,44714.83,Payment,UPI,Android,Bangalore,1838,20,1,21172.43,0,0.049,8,0
T1601,U6523,9633.77,Withdrawal,Wallet,Web,Bangalore,1202,6,4,20462.28,0,0.619,6,0
T1602,U9249,16202.41,Withdrawal,Card,Android,Bangalore,1545,10,1,22277.04,0,0.707,5,0
T1603,U7286,11371.49,Payment,NetBanking,iOS,Hyderabad,239,18,4,16305.12,0,0.606,3,0
T1604,U9473,17782.07,Payment,Card,Web,Delhi,569,10,2,4733.03,0,0.501,3,0
T1605,U1388,3517.72,Transfer,NetBanking,iOS,Chennai,1183,0,4,29950.9,0,0.973,8,0
